品牌,新车价格,里程(万公里),价格
70.0,34.46,3.69,15.6
91.0,27.98,3.03,15.9
69.0,39.63,4.54,17.2
113.0,26.1,1.55,17.9
98.0,31.42,2.18,18.4
73.0,96.65,4.81,18.6
113.0,26.1,1.54,19.4
80.0,24.77,3.3,19.4
73.0,38.87,5.43,23.0
73.0,84.34,6.53,24.6
64.0,36.43,0.72,26.1
73.0,40.97,3.09,27.5
73.0,51.8,5.91,27.88
108.0,73.22,6.41,33.8
30.0,108.15,4.18,35.8
94.0,36.96,2.17,37.8
102.0,16.72,7.65,2.6
74.0,8.97,5.59,3.36
155.0,19.26,13.02,3.4
87.0,11.74,4.66,5.0
149.0,9.31,1.98,6.0
146.0,12.28,2.3,6.0
25.0,9.96,3.13,6.3
59.0,13.08,3.83,6.3
5.0,20.35,6.0,6.3
163.0,24.38,9.69,7.3
59.0,15.05,4.76,7.8
64.0,18.47,3.03,10.7
64.0,20.69,6.18,11.0
113.0,32.73,4.3,19.86
69.0,49.52,1.28,40.8
110.0,6.75,5.32,0.9
27.0,4.62,1.5,1.9
129.0,5.42,2.81,2.7
27.0,5.28,3.17,2.86
64.0,15.93,8.5,3.0
55.0,7.76,9.61,3.5
59.0,15.6,8.17,3.6
27.0,7.95,2.25,3.7
64.0,14.66,5.14,4.0
64.0,30.53,8.02,4.5
123.0,15.6,3.14,6.7
123.0,22.9,9.68,6.9
160.0,18.81,6.63,8.4
70.0,34.77,5.72,8.8
102.0,13.06,0.27,9.8
163.0,21.47,3.14,10.9
39.0,30.35,11.13,12.7
80.0,24.44,3.89,12.9
70.0,33.63,7.36,13.4
96.0,16.16,1.18,14.4
73.0,125.39,9.64,16.4
39.0,32.52,12.11,17.9
70.0,30.19,0.21,18.6
69.0,39.29,6.8,20.1
69.0,36.84,4.62,20.4
25.0,34.42,4.02,22.3
73.0,35.77,5.57,23.6
158.0,40.25,7.48,24.1
73.0,47.59,4.75,26.7
69.0,67.35,7.58,37.3
127.0,45.35,3.37,37.8
30.0,71.39,0.36,52.0
59.0,12.61,7.43,2.38
59.0,7.77,2.53,4.0
59.0,11.31,7.36,4.6
96.0,9.52,4.61,5.6
108.0,37.54,5.11,6.1
135.0,13.28,5.82,6.7
91.0,14.84,5.26,7.4
96.0,17.04,8.15,8.0
59.0,15.39,4.37,8.3
146.0,13.73,3.41,8.5
64.0,18.37,4.86,9.0
160.0,17.6,3.88,9.1
96.0,15.94,7.95,9.7
59.0,17.61,3.57,10.1
123.0,23.23,6.01,10.5
96.0,19.26,0.74,12.4
59.0,18.49,2.1,12.5
146.0,20.92,2.1,13.3
96.0,21.26,0.5,14.4
129.0,10.29,13.29,1.28
66.0,14.07,8.88,2.4
104.0,8.85,6.52,2.48
146.0,9.75,2.33,2.9
155.0,20.59,5.05,3.3
129.0,9.42,4.86,3.56
55.0,6.42,0.62,3.6
99.0,26.14,10.34,3.7
135.0,12.5,5.06,4.2
66.0,8.76,2.68,4.4
55.0,11.3,3.73,4.4
123.0,14.83,8.44,4.6
146.0,10.52,6.0,4.7
91.0,15.06,7.32,4.8
21.0,10.08,1.94,4.98
144.0,14.49,7.17,5.0
59.0,15.4,6.32,5.5
135.0,18.04,7.18,5.68
64.0,12.5,4.42,5.98
37.0,49.28,7.12,6.58
39.0,13.73,1.4,6.69
155.0,18.71,7.28,6.9
5.0,24.78,7.86,6.9
69.0,35.34,5.45,7.03
163.0,20.8,8.27,7.1
55.0,12.61,0.75,7.5
144.0,12.61,7.96,7.56
146.0,13.07,2.26,7.6
96.0,15.71,4.58,7.8
93.0,13.4,1.34,8.08
59.0,14.06,1.06,8.6
25.0,21.24,7.07,9.08
146.0,14.28,2.46,9.3
96.0,15.94,5.01,9.3
123.0,20.35,5.81,9.38
70.0,24.64,8.34,9.6
13.0,19.59,7.88,9.7
99.0,24.76,3.76,9.8
64.0,26.11,8.82,9.9
123.0,33.61,6.1,10.45
160.0,19.92,5.73,10.55
63.0,19.9,1.68,10.8
155.0,22.02,2.75,11.3
73.0,36.53,10.17,11.98
123.0,18.81,1.52,12.6
42.0,20.36,4.66,13.2
63.0,31.04,6.28,13.2
55.0,19.08,1.84,13.59
70.0,45.82,6.44,13.6
69.0,35.32,4.97,13.68
160.0,22.57,2.27,14.1
64.0,24.79,5.48,14.45
96.0,23.45,4.16,14.6
64.0,30.53,7.19,14.78
37.0,33.64,6.02,15.4
91.0,19.81,0.17,16.0
64.0,26.34,3.17,16.2
70.0,25.77,0.01,16.5
108.0,35.76,1.18,17.8
70.0,37.64,3.75,17.9
25.0,37.55,3.07,29.6
74.0,5.0,2.14,2.6
129.0,22.77,8.39,3.72
64.0,14.28,7.4,4.0
39.0,14.71,1.9,4.5
39.0,21.47,8.53,4.5
25.0,9.96,8.27,4.7
68.0,13.72,5.96,5.1
66.0,11.74,4.91,5.5
146.0,10.86,2.12,6.6
64.0,15.95,2.09,7.1
123.0,21.79,8.6,7.1
55.0,13.7,5.73,7.5
102.0,14.92,3.64,8.5
70.0,41.4,5.52,20.4
158.0,42.45,2.51,28.6
69.0,49.97,1.05,35.8
27.0,5.55,1.86,2.2
146.0,12.51,8.25,2.4
39.0,10.63,10.08,2.5
39.0,13.61,5.16,3.8
157.0,8.84,7.49,4.2
55.0,11.29,5.67,4.4
116.0,14.6,9.26,4.7
64.0,11.74,2.57,5.8
146.0,12.07,3.73,6.2
5.0,20.35,4.63,6.3
155.0,19.26,5.5,6.4
155.0,11.63,1.53,6.6
64.0,15.6,7.76,6.68
21.0,10.08,1.34,6.8
146.0,12.29,4.57,6.8
163.0,14.17,6.71,6.8
135.0,15.95,6.59,7.3
116.0,16.04,5.03,7.5
55.0,12.61,0.21,7.8
25.0,14.6,4.14,7.8
55.0,11.51,1.4,8.8
64.0,14.17,1.89,8.8
163.0,16.28,4.36,8.8
160.0,18.92,6.06,9.1
70.0,24.77,5.05,11.4
39.0,24.67,5.56,12.4
129.0,23.01,5.8,12.78
163.0,25.05,7.64,13.2
96.0,23.89,3.14,15.4
73.0,39.19,5.04,15.4
102.0,24.33,2.3,16.3
96.0,21.79,0.58,16.4
158.0,31.33,1.81,16.9
64.0,25.89,1.16,18.4
37.0,34.75,3.94,18.7
113.0,37.19,3.59,23.6
69.0,36.46,2.51,26.6
64.0,38.64,0.13,28.6
70.0,44.39,4.33,28.6
69.0,55.0,2.66,35.8
73.0,61.0,3.19,37.8
30.0,59.24,1.44,41.8
69.0,55.55,3.05,41.8
70.0,84.5,3.91,51.2
155.0,15.28,5.99,1.88
99.0,13.93,4.91,3.8
87.0,11.52,6.71,4.26
59.0,14.52,5.95,5.5
116.0,15.95,6.85,6.88
116.0,20.36,8.0,7.3
39.0,21.35,6.5,9.4
89.0,23.02,4.89,10.6
37.0,46.94,6.0,15.2
108.0,55.78,3.36,25.2
127.0,42.03,5.07,31.8
28.0,10.41,9.51,1.2
154.0,7.86,6.66,1.56
74.0,10.41,5.42,2.18
68.0,10.4,9.31,2.98
155.0,11.18,7.88,4.08
123.0,14.49,3.97,4.8
163.0,17.37,7.96,6.58
59.0,15.4,8.27,6.58
123.0,17.15,6.21,7.2
37.0,39.2,7.77,7.68
96.0,15.94,6.28,8.0
39.0,30.32,6.81,9.66
108.0,30.54,3.23,10.6
158.0,36.78,5.76,10.9
80.0,24.44,4.75,12.88
69.0,26.21,2.54,14.2
73.0,32.08,0.74,18.0
73.0,48.82,3.48,23.6
158.0,38.81,1.8,26.95
30.0,65.2,1.62,57.8
55.0,11.51,0.88,6.3
55.0,15.82,2.16,9.2
69.0,39.96,5.12,23.6
73.0,48.81,2.63,33.6
64.0,17.15,7.55,4.3
146.0,10.86,6.24,4.93
64.0,33.99,10.24,5.9
64.0,17.6,7.72,6.53
25.0,14.83,2.2,6.7
64.0,27.0,4.92,11.4
64.0,21.46,2.11,13.3
62.0,24.12,3.68,17.4
37.0,49.09,9.45,27.6
37.0,40.5,0.28,29.4
70.0,29.19,9.6,6.0
146.0,17.61,5.32,9.0
39.0,30.32,12.8,9.8
111.0,19.48,1.98,11.4
157.0,24.32,4.17,12.7
37.0,31.4,3.07,16.4
70.0,34.49,5.86,16.4
62.0,30.42,3.74,25.1
73.0,44.4,5.43,29.1
69.0,141.96,2.07,103.0
27.0,4.75,2.71,2.56
149.0,5.3,1.75,3.5
146.0,13.28,6.68,4.2
123.0,10.4,2.96,4.4
157.0,8.74,2.26,4.8
64.0,11.74,7.16,5.2
59.0,12.97,7.11,5.4
59.0,13.08,3.47,6.2
91.0,17.37,7.49,6.5
64.0,15.72,7.86,7.4
135.0,15.95,4.68,8.8
63.0,17.47,2.22,10.2
55.0,14.38,0.79,10.48
96.0,25.89,3.51,15.6
98.0,29.2,1.35,16.8
62.0,39.91,2.17,27.6
69.0,50.02,8.09,29.1
70.0,49.58,4.73,30.6
69.0,55.67,2.14,39.8
27.0,4.75,2.1,2.8
163.0,16.82,9.7,3.38
19.0,10.75,1.41,4.5
64.0,18.15,7.48,7.1
96.0,27.21,8.43,15.6
70.0,37.64,6.9,17.79
146.0,11.52,10.0,3.2
135.0,13.61,8.5,4.8
116.0,9.86,1.62,5.0
55.0,9.3,0.93,5.4
157.0,9.95,1.92,5.5
96.0,27.04,9.8,6.6
102.0,12.49,1.93,7.1
64.0,20.81,9.73,7.6
96.0,15.94,7.3,7.8
116.0,16.15,3.3,8.1
64.0,18.29,2.45,9.2
146.0,14.28,3.5,9.36
162.0,20.01,5.2,9.6
25.0,14.39,0.5,10.9
64.0,20.13,4.9,11.6
64.0,17.6,0.6,12.4
102.0,26.77,1.85,12.4
157.0,17.04,2.15,12.4
96.0,21.46,2.13,13.9
70.0,25.88,2.65,14.4
73.0,34.77,3.84,17.9
69.0,34.1,7.49,17.9
113.0,32.73,6.6,19.6
73.0,50.26,7.7,22.6
69.0,41.33,4.28,28.6
69.0,52.01,5.8,35.5
30.0,62.99,5.4,38.8
115.0,88.52,2.4,49.8
69.0,90.85,1.3,69.8
46.0,10.29,7.86,1.44
102.0,14.84,8.4,3.2
19.0,9.43,7.19,3.4
146.0,6.53,2.85,3.7
116.0,14.6,10.24,4.08
146.0,8.19,1.87,4.8
149.0,8.18,0.01,5.35
55.0,14.83,6.4,5.4
155.0,18.71,4.04,5.9
89.0,18.15,6.8,7.3
55.0,10.41,2.08,7.6
55.0,13.39,3.02,8.0
146.0,13.4,1.04,9.3
57.0,15.27,1.5,9.3
156.0,16.36,2.72,9.5
55.0,21.02,4.26,9.5
163.0,16.28,1.12,10.08
155.0,22.03,3.2,10.3
148.0,18.71,1.6,11.4
39.0,28.11,4.74,13.0
64.0,21.14,0.58,13.4
91.0,25.76,3.42,13.9
73.0,36.31,7.2,13.9
96.0,22.9,2.19,16.6
25.0,26.99,2.09,16.98
111.0,21.79,1.23,17.88
64.0,40.28,7.86,18.88
73.0,39.62,0.98,20.28
25.0,54.68,12.99,20.88
42.0,31.42,1.25,21.4
0.0,34.74,2.89,21.8
70.0,46.49,8.25,22.8
25.0,30.24,0.42,23.88
147.0,4.77,7.5,1.2
146.0,10.3,9.52,2.48
146.0,8.54,6.98,2.88
25.0,9.3,10.02,2.88
10.0,13.73,8.84,3.12
135.0,9.97,9.43,3.3
19.0,7.78,6.71,3.36
72.0,20.36,7.75,3.6
123.0,14.38,4.1,3.8
146.0,6.53,1.8,3.88
149.0,8.73,6.41,4.2
146.0,13.39,8.57,4.3
102.0,8.76,4.79,4.32
135.0,14.27,6.24,4.4
129.0,10.4,3.04,4.8
155.0,13.51,3.7,5.0
102.0,10.4,5.44,5.2
146.0,14.49,2.78,5.4
124.0,9.03,7.69,5.4
91.0,15.4,6.18,5.9
163.0,14.17,3.6,6.0
39.0,14.39,5.08,6.1
59.0,13.52,4.61,6.3
64.0,16.82,7.29,6.73
66.0,11.29,0.63,6.98
146.0,10.86,0.01,7.3
146.0,10.86,0.14,7.3
91.0,13.59,0.27,7.8
64.0,20.92,6.62,8.5
73.0,36.09,10.15,8.98
70.0,37.42,7.52,9.1
146.0,10.19,0.86,9.2
146.0,13.29,0.14,9.3
144.0,17.25,8.36,10.5
91.0,22.52,6.63,10.6
64.0,16.38,1.62,10.68
96.0,17.05,3.26,10.68
125.0,18.14,0.27,11.4
149.0,18.81,0.34,11.6
125.0,24.12,2.91,11.9
25.0,22.57,7.48,11.9
91.0,27.31,8.04,12.0
96.0,21.46,4.3,12.4
146.0,20.7,2.26,12.8
108.0,28.1,4.23,13.2
102.0,25.11,3.92,13.6
64.0,21.58,0.63,14.3
64.0,24.57,1.82,14.6
73.0,31.3,5.8,14.9
6.0,46.83,6.85,15.0
64.0,38.1,6.15,15.4
102.0,26.77,0.57,15.9
64.0,26.78,2.27,15.98
96.0,32.85,9.39,15.98
73.0,52.43,9.24,16.28
39.0,36.97,2.05,18.7
102.0,29.19,2.35,19.2
70.0,38.53,4.4,19.4
73.0,40.29,7.93,20.98
137.0,42.84,3.38,21.6
73.0,35.77,6.65,22.8
69.0,40.39,4.17,24.6
69.0,39.34,2.95,28.0
69.0,50.8,5.13,33.8
69.0,58.06,3.96,36.3
5.0,55.78,1.11,39.8
30.0,61.79,4.16,48.0
115.0,106.82,6.71,49.88
73.0,77.92,4.08,52.0
137.0,87.82,3.71,54.8
30.0,65.2,1.47,56.0
138.0,416.32,3.8,91.6
73.0,132.02,0.79,94.95
69.0,135.49,1.92,106.8
134.0,320.36,0.53,138.8
41.0,575.94,0.58,469.8
66.0,14.07,8.47,2.4
64.0,11.96,3.74,4.8
59.0,9.09,3.29,5.0
70.0,31.99,10.55,6.5
160.0,17.48,2.45,7.4
163.0,18.26,6.77,8.0
91.0,14.84,5.77,8.1
64.0,17.06,2.8,9.1
146.0,17.61,3.43,9.2
108.0,34.78,9.84,9.8
73.0,34.76,3.19,11.4
91.0,27.53,3.16,12.4
62.0,24.12,5.08,18.3
113.0,32.73,4.39,20.0
73.0,47.59,6.99,25.8
62.0,34.57,5.2,27.0
116.0,15.16,9.61,3.0
129.0,15.82,9.2,3.8
64.0,15.16,2.67,4.6
99.0,18.35,6.57,4.8
104.0,13.72,2.01,5.0
54.0,9.17,1.66,5.2
87.0,14.5,7.97,5.2
155.0,18.71,7.86,5.89
155.0,18.71,7.29,7.3
69.0,31.32,6.14,7.8
59.0,14.74,6.89,7.8
64.0,18.58,8.82,8.1
108.0,67.78,5.58,8.7
64.0,30.42,7.96,9.3
39.0,20.69,5.01,9.48
102.0,14.15,0.56,9.8
123.0,18.81,2.53,10.8
64.0,19.59,1.9,10.9
102.0,17.02,2.75,11.7
70.0,24.67,3.06,11.9
162.0,28.08,0.18,12.4
64.0,21.35,2.87,12.4
6.0,21.9,4.05,12.4
59.0,19.25,1.95,13.4
73.0,38.86,6.61,13.8
69.0,25.88,9.59,13.9
96.0,32.85,7.89,16.2
102.0,25.87,1.14,17.4
137.0,42.84,7.07,18.0
37.0,33.62,3.08,18.2
70.0,32.85,0.92,18.4
62.0,24.12,4.76,18.4
118.0,36.75,5.56,18.6
85.0,53.12,5.22,19.9
118.0,39.15,4.79,20.2
137.0,42.06,5.38,20.2
69.0,47.95,5.38,20.75
64.0,40.28,8.97,21.0
160.0,30.08,2.88,21.1
85.0,53.12,7.16,21.6
70.0,49.74,7.17,22.6
73.0,50.26,7.51,23.2
98.0,38.19,2.63,23.6
64.0,40.28,4.82,23.6
113.0,37.19,2.38,25.6
108.0,77.73,4.66,26.4
73.0,53.56,5.22,26.6
73.0,59.9,5.46,28.4
73.0,47.59,2.59,28.8
69.0,53.12,4.93,30.9
73.0,48.81,1.72,33.3
73.0,48.49,0.91,35.2
69.0,53.57,7.95,37.3
69.0,52.24,4.96,40.2
70.0,68.28,4.47,41.0
30.0,102.18,6.25,57.6
146.0,6.43,7.51,1.6
164.0,13.28,8.6,2.1
64.0,13.33,10.5,2.1
59.0,11.95,7.57,2.28
19.0,10.42,5.26,2.8
27.0,5.75,1.65,3.4
146.0,8.53,1.43,5.1
39.0,16.49,4.71,6.1
96.0,15.6,9.51,6.7
163.0,16.28,2.84,8.8
39.0,26.22,10.49,13.2
25.0,24.82,0.67,15.4
128.0,29.76,0.89,15.6
96.0,22.8,1.93,17.0
144.0,5.08,14.26,0.5
66.0,4.65,8.79,0.6
24.0,8.51,7.69,1.68
123.0,14.27,11.82,2.9
39.0,15.28,7.44,3.8
155.0,13.18,3.24,4.4
25.0,14.27,6.33,5.2
27.0,8.86,4.97,5.4
68.0,13.72,6.79,5.7
60.0,9.74,6.07,5.8
91.0,14.84,4.07,8.1
163.0,17.37,4.87,8.1
59.0,16.27,0.53,9.3
160.0,22.46,9.62,10.3
39.0,32.52,6.09,16.4
39.0,44.7,11.53,16.4
64.0,40.28,10.6,18.6
25.0,55.79,11.29,21.6
85.0,44.72,1.79,23.8
74.0,8.42,3.2,4.3
55.0,15.94,3.34,4.9
116.0,28.29,9.3,6.0
27.0,9.75,2.3,6.35
73.0,31.99,9.5,6.6
123.0,21.46,8.59,7.2
146.0,14.17,2.81,8.0
146.0,15.83,1.51,9.2
96.0,15.94,4.75,9.2
102.0,13.49,1.6,9.3
64.0,22.12,4.67,9.8
13.0,18.15,2.21,9.96
73.0,58.31,6.74,10.1
116.0,19.47,5.71,10.3
64.0,24.34,2.18,13.9
60.0,38.29,0.19,16.9
69.0,147.26,1.92,103.8
123.0,14.61,8.99,1.44
27.0,4.08,2.55,2.1
123.0,13.28,6.7,3.35
64.0,19.03,12.54,3.98
59.0,14.05,8.52,4.18
129.0,16.93,9.55,4.6
57.0,11.07,3.06,4.78
59.0,12.97,6.03,5.03
155.0,21.47,8.34,5.2
116.0,17.04,9.14,5.2
55.0,14.83,3.69,5.38
116.0,9.86,4.23,5.38
91.0,15.4,2.94,5.4
64.0,15.28,3.83,5.48
25.0,13.5,2.0,6.1
5.0,25.93,9.53,6.1
55.0,14.71,3.96,6.8
102.0,11.51,1.71,7.1
102.0,11.51,0.27,7.5
39.0,15.94,0.73,7.5
102.0,15.71,2.7,8.1
59.0,17.04,1.13,9.18
59.0,19.25,1.18,9.8
73.0,33.29,6.14,10.3
116.0,27.31,6.04,10.9
137.0,179.91,6.26,12.0
37.0,26.98,5.47,13.6
70.0,38.43,7.36,15.4
125.0,24.12,0.64,17.4
69.0,55.76,3.99,17.58
132.0,59.56,2.28,18.4
97.0,33.63,2.18,20.4
69.0,39.55,1.42,26.88
69.0,44.5,2.98,31.3
69.0,103.15,7.12,59.2
96.0,20.36,9.19,7.8
55.0,15.91,3.79,8.4
134.0,29.2,15.11,8.58
163.0,16.28,1.84,8.6
25.0,17.82,1.61,12.0
73.0,34.77,1.46,18.1
85.0,88.89,6.78,31.2
64.0,18.47,15.21,1.3
64.0,16.7,8.63,2.38
114.0,12.5,7.69,2.4
102.0,14.84,8.57,2.4
27.0,5.28,1.64,2.7
123.0,21.9,12.1,3.4
19.0,9.32,1.73,4.4
116.0,9.86,9.75,4.4
146.0,11.19,3.61,4.7
64.0,13.72,4.35,5.6
146.0,13.18,3.13,7.0
99.0,15.92,2.05,7.38
116.0,14.49,0.95,9.3
64.0,19.69,4.23,10.5
163.0,22.57,8.07,11.5
163.0,14.07,0.77,12.0
73.0,34.77,6.2,12.1
163.0,24.71,3.95,13.98
25.0,26.99,4.36,18.6
0.0,37.19,3.71,18.8
73.0,47.71,9.37,22.8
73.0,52.69,3.28,39.2
59.0,8.09,6.57,1.5
64.0,9.94,9.49,2.4
146.0,10.86,6.49,3.2
55.0,14.61,8.68,4.5
155.0,11.63,0.84,6.5
13.0,17.15,4.15,6.6
66.0,11.74,1.87,7.3
96.0,16.71,3.19,7.8
59.0,14.73,3.99,7.99
123.0,17.15,1.97,9.06
129.0,14.05,0.29,9.1
129.0,14.05,0.08,9.28
89.0,24.78,5.05,9.3
163.0,16.83,5.25,9.48
73.0,39.64,5.31,14.2
96.0,19.26,1.84,14.48
70.0,47.79,5.74,15.3
137.0,51.87,6.06,16.4
37.0,48.02,6.88,19.91
108.0,43.73,1.42,21.1
158.0,41.91,6.3,28.6
73.0,52.14,4.75,31.8
69.0,52.24,3.2,35.8
36.0,10.08,5.55,1.8
36.0,9.86,8.96,1.8
28.0,7.42,3.22,1.98
25.0,12.5,11.91,3.2
64.0,30.53,9.9,3.6
135.0,15.05,7.54,3.7
64.0,34.77,12.7,3.8
74.0,15.16,4.14,5.2
87.0,11.74,1.84,5.4
116.0,24.55,7.22,6.0
102.0,8.62,0.51,6.5
146.0,10.86,1.12,6.7
102.0,12.06,3.34,6.78
102.0,11.73,0.77,7.3
91.0,30.13,7.24,7.6
59.0,15.5,6.03,8.0
86.0,11.29,1.69,8.3
68.0,18.71,7.13,8.3
102.0,15.71,1.74,8.38
102.0,15.16,2.54,8.9
116.0,20.36,7.76,9.15
64.0,17.16,1.49,9.9
91.0,22.52,3.49,10.3
64.0,21.35,2.88,11.68
102.0,20.13,4.03,12.2
69.0,29.31,3.04,13.9
73.0,38.86,6.44,15.4
102.0,29.52,2.72,16.28
123.0,24.45,0.97,16.5
69.0,44.72,4.89,17.4
64.0,30.3,6.46,17.4
153.0,33.63,0.82,21.1
69.0,41.06,1.62,27.1
91.0,62.48,6.77,27.6
0.0,36.95,0.39,29.0
73.0,104.39,4.7,57.6
64.0,11.52,9.43,2.28
146.0,7.98,6.39,2.76
129.0,5.87,0.67,3.93
39.0,17.05,8.27,4.44
116.0,11.85,6.36,4.7
58.0,12.62,7.97,4.78
116.0,14.6,9.26,4.78
64.0,11.96,5.28,4.88
25.0,10.18,5.17,5.88
116.0,13.72,6.28,5.9
96.0,11.07,6.21,6.12
22.0,10.41,0.1,6.28
163.0,15.94,7.58,6.6
55.0,13.72,3.51,6.68
39.0,18.82,3.66,6.69
64.0,18.15,5.51,7.15
64.0,24.01,9.76,7.5
96.0,15.71,8.58,7.58
160.0,15.6,5.35,8.5
39.0,20.69,9.69,8.78
163.0,19.25,7.23,9.69
63.0,21.45,2.08,12.99
60.0,26.31,2.93,15.4
25.0,24.82,5.2,16.58
92.0,27.65,0.24,17.4
96.0,24.78,1.13,17.49
158.0,34.12,7.81,20.8
69.0,91.46,0.85,60.98
55.0,9.42,6.22,3.1
74.0,6.53,6.24,3.31
27.0,6.73,3.23,3.36
55.0,5.97,0.45,3.6
163.0,15.94,9.81,3.85
64.0,11.96,10.85,3.88
25.0,9.96,7.14,4.2
116.0,5.99,2.63,4.25
55.0,11.74,5.62,4.3
74.0,11.07,6.52,4.46
59.0,7.77,2.34,4.48
123.0,14.0,6.07,4.54
163.0,14.39,10.78,4.56
25.0,10.29,4.9,4.63
129.0,10.19,1.97,4.67
91.0,15.06,8.04,4.7
116.0,14.6,8.5,4.79
60.0,7.41,3.04,5.0
58.0,10.62,3.01,5.2
54.0,8.07,4.47,5.2
74.0,10.4,3.99,5.31
25.0,9.96,4.63,5.38
155.0,21.47,6.33,5.46
59.0,9.54,4.62,5.5
39.0,21.47,7.59,5.5
123.0,25.11,13.07,5.64
116.0,14.6,8.19,5.66
25.0,9.96,4.28,5.68
96.0,10.4,6.38,5.78
102.0,12.61,1.9,5.8
39.0,16.72,7.26,5.88
74.0,14.16,5.33,5.9
39.0,14.39,4.57,5.9
163.0,15.83,1.37,5.97
5.0,17.04,3.82,6.14
74.0,10.62,2.75,6.2
27.0,8.97,0.55,6.2
64.0,16.49,6.27,6.28
55.0,11.18,2.8,6.65
25.0,13.83,3.4,6.68
163.0,15.94,6.51,6.68
64.0,16.48,8.69,6.69
66.0,11.08,3.54,6.7
91.0,13.59,4.67,6.7
27.0,11.51,2.19,6.85
135.0,22.34,8.18,6.88
27.0,9.28,1.36,6.9
27.0,12.28,5.13,6.9
55.0,10.41,1.19,6.96
27.0,9.3,1.65,7.0
27.0,9.28,0.91,7.29
163.0,15.94,3.81,7.7
123.0,14.05,1.89,7.7
163.0,17.37,8.42,7.7
25.0,15.27,6.67,7.73
25.0,14.6,6.51,7.8
129.0,18.03,3.18,7.8
27.0,12.62,3.49,7.9
146.0,12.4,0.06,8.4
116.0,16.04,4.3,8.5
91.0,14.84,6.95,8.55
96.0,15.94,4.57,8.74
64.0,20.92,7.53,8.78
59.0,18.5,6.17,8.8
55.0,16.27,3.01,8.9
146.0,13.07,0.4,8.93
80.0,15.05,0.78,8.98
55.0,15.93,1.17,9.24
163.0,16.83,5.38,9.3
123.0,31.4,7.75,9.44
163.0,19.15,5.72,9.56
25.0,14.71,1.21,9.58
55.0,17.03,3.11,9.7
64.0,20.48,5.83,9.79
125.0,22.57,7.87,9.88
25.0,18.26,1.56,10.0
160.0,17.6,3.42,10.3
135.0,20.13,3.99,10.66
64.0,20.03,2.48,10.67
158.0,30.22,7.24,10.79
64.0,17.71,2.05,10.98
96.0,18.04,2.29,11.0
91.0,19.81,0.88,11.9
91.0,21.13,3.58,11.95
160.0,22.57,5.03,12.2
70.0,32.06,5.33,12.37
102.0,30.87,6.79,12.8
91.0,21.24,3.78,12.98
69.0,29.2,1.83,13.6
91.0,21.24,1.94,13.7
25.0,33.07,14.5,14.0
123.0,30.3,4.72,14.4
64.0,33.19,2.78,14.7
102.0,25.11,1.4,15.4
80.0,21.79,7.0,15.97
25.0,32.56,1.61,19.1
113.0,35.53,7.1,20.0
118.0,39.15,1.63,23.6
160.0,39.16,0.33,26.78
69.0,39.68,0.92,27.8
137.0,93.23,15.49,38.44
69.0,45.63,0.58,40.8
155.0,12.63,11.34,2.4
66.0,7.1,6.56,2.84
146.0,14.94,7.65,3.5
59.0,13.83,7.58,3.8
163.0,20.02,10.1,4.62
57.0,7.98,1.2,4.9
55.0,9.3,3.68,5.6
91.0,13.07,2.72,6.6
58.0,15.25,4.62,7.2
99.0,25.87,9.77,7.5
91.0,14.84,3.5,7.6
70.0,80.06,10.47,8.3
80.0,14.49,1.47,9.3
102.0,16.59,2.13,9.6
73.0,35.89,4.58,13.2
25.0,27.04,13.23,13.4
69.0,42.31,6.82,13.9
25.0,27.98,5.51,16.9
96.0,30.01,5.96,16.9
11.0,27.55,0.09,18.36
80.0,25.77,4.82,18.9
73.0,38.08,3.31,19.0
69.0,35.42,4.52,19.9
96.0,36.98,9.69,20.0
79.0,39.51,1.28,20.4
73.0,55.45,9.8,22.2
113.0,35.53,0.71,23.4
96.0,36.85,3.29,25.6
28.0,13.06,5.61,2.1
104.0,7.42,4.77,2.2
102.0,14.84,11.03,2.4
64.0,10.63,11.94,3.3
22.0,8.21,4.74,3.36
163.0,14.39,6.6,3.7
66.0,7.43,2.73,3.7
39.0,14.5,7.41,4.2
59.0,26.66,9.31,4.2
80.0,15.27,4.91,4.7
80.0,16.37,8.98,4.98
67.0,8.96,1.55,5.0
57.0,16.7,5.8,5.2
99.0,18.35,1.34,5.4
60.0,9.74,1.69,5.6
87.0,13.29,3.87,6.0
96.0,15.71,8.33,6.36
59.0,18.5,8.07,6.6
58.0,17.6,7.74,6.7
55.0,13.39,3.04,7.1
98.0,44.5,6.06,7.1
22.0,13.18,2.57,7.2
91.0,16.28,4.54,7.2
96.0,16.71,8.42,7.3
68.0,12.96,1.34,7.4
123.0,21.79,7.0,7.4
64.0,35.21,7.64,7.4
91.0,14.17,2.71,7.8
167.0,21.35,5.65,7.8
96.0,15.94,9.14,7.9
91.0,21.13,4.99,8.7
25.0,19.14,2.28,8.8
102.0,16.82,2.78,9.6
64.0,25.12,9.83,9.6
64.0,32.52,13.36,9.8
69.0,26.88,4.41,10.1
146.0,14.17,0.52,10.3
64.0,24.68,2.86,11.4
96.0,18.93,2.87,11.4
73.0,31.08,8.03,11.6
96.0,23.01,5.12,12.32
157.0,18.81,2.11,12.4
96.0,20.35,1.31,12.6
69.0,30.3,2.12,12.6
64.0,24.68,5.76,12.6
91.0,21.24,1.56,12.7
102.0,19.03,2.69,12.88
96.0,23.67,7.12,13.9
88.0,26.88,1.67,14.4
